StartDatetime,BiddingZone,ActualConsumption
2018-11-08 16:00:00,FR,58174.0
2018-11-08 18:00:00,FR,65361.0
2018-11-09 02:00:00,FR,50799.0
2018-11-09 07:00:00,FR,62129.0
2018-11-09 15:00:00,FR,56558.0
2018-11-10 01:00:00,FR,50027.0
2018-12-28 01:00:00,FR,63668.0
2018-12-28 05:00:00,FR,60410.0
2018-12-29 12:00:00,FR,70380.0
2018-12-29 21:00:00,FR,64462.0
2018-12-30 01:00:00,FR,61267.0
2018-12-30 08:00:00,FR,59240.0
2018-12-31 12:00:00,FR,67983.0
2018-12-31 14:00:00,FR,64845.0
2019-01-01 10:00:00,FR,55677.0
2019-01-01 16:00:00,FR,56642.0
2019-01-01 18:00:00,FR,62690.0
2019-01-02 09:00:00,FR,68375.0
2019-01-03 10:00:00,FR,76941.0
2019-01-03 18:00:00,FR,78349.0
2019-01-04 09:00:00,FR,80549.0
2018-01-26 18:00:00,FR,72147.0
2018-01-27 22:00:00,FR,63629.0
2018-01-29 12:00:00,FR,70901.0
2018-01-30 01:00:00,FR,59205.0
2019-01-05 07:00:00,FR,67662.0
2019-01-05 15:00:00,FR,68354.0
2019-01-07 06:00:00,FR,69731.0
2019-01-07 07:00:00,FR,75894.0
2019-01-08 13:00:00,FR,75636.0
2019-01-08 20:00:00,FR,74397.0
2018-01-26 22:00:00,FR,66066.0
2018-01-27 10:00:00,FR,67838.0
2018-02-25 21:00:00,FR,73223.0
2018-02-25 22:00:00,FR,74567.0
2018-02-26 05:00:00,FR,73058.0
2019-01-09 03:00:00,FR,61624.0
2019-01-09 22:00:00,FR,73805.0
2019-01-11 03:00:00,FR,67404.0
2019-01-12 05:00:00,FR,61977.0
2019-01-13 02:00:00,FR,60390.0
2019-01-13 19:00:00,FR,66994.0
2019-01-13 21:00:00,FR,61957.0
2018-01-31 08:00:00,FR,70321.0
2018-01-31 18:00:00,FR,73075.0
2018-02-01 04:00:00,FR,57469.0
2018-02-01 11:00:00,FR,74893.0
2018-02-02 16:00:00,FR,69819.0
2018-02-03 06:00:00,FR,62575.0
2018-02-04 10:00:00,FR,67640.0
2018-02-05 22:00:00,FR,75803.0
2018-02-06 12:00:00,FR,84043.0
2018-02-07 05:00:00,FR,70627.0
2019-01-14 00:00:00,FR,61173.0
2019-01-15 12:00:00,FR,74358.0
2019-01-16 00:00:00,FR,67772.0
2019-01-16 16:00:00,FR,70626.0
2019-01-16 18:00:00,FR,77216.0
2019-01-17 09:00:00,FR,75587.0
2019-01-17 11:00:00,FR,75302.0
2019-01-18 17:00:00,FR,74704.0
2019-01-19 09:00:00,FR,73500.0
2019-01-20 15:00:00,FR,64538.0
2019-01-20 17:00:00,FR,66282.0
2018-11-10 05:00:00,FR,44617.0
2018-11-13 12:00:00,FR,60361.0
2018-11-13 23:00:00,FR,57266.0
2018-11-14 06:00:00,FR,56053.0
2019-01-24 22:00:00,FR,77097.0
2019-01-26 06:00:00,FR,62919.0
2018-11-14 17:00:00,FR,59488.0
2018-11-15 03:00:00,FR,47374.0
2018-11-16 22:00:00,FR,58217.0
2018-11-17 14:00:00,FR,56756.0
2018-11-17 19:00:00,FR,61732.0
2018-11-17 21:00:00,FR,56860.0
2018-11-18 02:00:00,FR,53518.0
2018-11-18 07:00:00,FR,52911.0
2018-11-18 15:00:00,FR,51883.0
2019-01-26 23:00:00,FR,67787.0
2019-01-28 02:00:00,FR,64003.0
2019-01-28 19:00:00,FR,81093.0
2019-01-28 21:00:00,FR,73272.0
2019-01-28 23:00:00,FR,74028.0
2019-01-29 04:00:00,FR,65245.0
2019-01-31 00:00:00,FR,73522.0
2018-11-19 11:00:00,FR,73044.0
2018-11-22 12:00:00,FR,74299.0
2018-11-22 23:00:00,FR,67302.0
2018-01-26 06:00:00,FR,63553.0
2018-01-27 12:00:00,FR,69116.0
2018-01-28 12:00:00,FR,63710.0
2018-01-30 13:00:00,FR,70165.0
2019-02-01 11:00:00,FR,79659.0
2019-02-02 01:00:00,FR,65766.0
2019-02-02 08:00:00,FR,67148.0
2019-02-03 12:00:00,FR,72080.0
2019-02-03 14:00:00,FR,66240.0
2018-01-19 04:00:00,FR,56751.0
2018-01-19 11:00:00,FR,72838.0
2018-01-19 20:00:00,FR,70215.0
2018-01-20 03:00:00,FR,57437.0
2018-01-21 06:00:00,FR,52195.0
2018-01-22 17:00:00,FR,65443.0
2018-11-23 09:00:00,FR,74323.0
2018-11-24 03:00:00,FR,54438.0
2018-11-25 04:00:00,FR,51039.0
2018-11-25 20:00:00,FR,63172.0
2018-11-26 14:00:00,FR,70996.0
2018-11-26 19:00:00,FR,75407.0
2018-11-26 21:00:00,FR,66644.0
2018-02-08 06:00:00,FR,79060.0
2018-02-08 17:00:00,FR,77872.0
2018-02-09 09:00:00,FR,86560.0
2018-02-09 10:00:00,FR,85966.0
2018-02-09 18:00:00,FR,82284.0
2018-02-10 22:00:00,FR,71569.0
2018-03-11 14:00:00,FR,48772.0
2018-03-11 19:00:00,FR,56385.0
2018-03-13 01:00:00,FR,56226.0
2018-02-14 20:00:00,FR,77896.0
2018-02-15 00:00:00,FR,70875.0
2018-02-15 15:00:00,FR,69771.0
2018-02-16 19:00:00,FR,72621.0
2019-02-04 17:00:00,FR,78217.0
2019-02-05 14:00:00,FR,75048.0
2019-02-06 10:00:00,FR,77781.0
2018-02-17 08:00:00,FR,62239.0
2018-02-18 03:00:00,FR,57806.0
2018-02-18 04:00:00,FR,56226.0
2018-02-19 02:00:00,FR,61336.0
2018-02-19 07:00:00,FR,72824.0
2018-02-19 16:00:00,FR,70517.0
2018-02-20 14:00:00,FR,72101.0
2018-02-21 01:00:00,FR,65498.0
2018-01-10 13:00:00,FR,70182.0
2018-01-11 16:00:00,FR,67880.0
2018-01-11 23:00:00,FR,67967.0
2018-01-12 03:00:00,FR,58724.0
2018-01-13 06:00:00,FR,60428.0
2018-01-22 16:00:00,FR,63785.0
2018-01-22 23:00:00,FR,63837.0
2018-01-23 06:00:00,FR,62162.0
2018-01-24 06:00:00,FR,60063.0
2018-01-25 10:00:00,FR,69027.0
2018-01-25 18:00:00,FR,71236.0
2018-01-26 12:00:00,FR,72511.0
2019-02-10 06:00:00,FR,51953.0
2019-02-10 07:00:00,FR,53082.0
2019-02-11 13:00:00,FR,73050.0
2019-02-11 20:00:00,FR,72836.0
2019-02-12 23:00:00,FR,71620.0
2019-02-13 04:00:00,FR,63587.0
2019-02-13 13:00:00,FR,72480.0
2018-11-28 11:00:00,FR,70817.0
2018-11-29 00:00:00,FR,60769.0
2018-11-29 13:00:00,FR,65756.0
2018-12-01 08:00:00,FR,57688.0
2019-02-13 20:00:00,FR,72296.0
2019-02-14 03:00:00,FR,63142.0
2019-02-15 05:00:00,FR,63254.0
2019-02-17 01:00:00,FR,57575.0
2019-02-17 05:00:00,FR,52716.0
2019-02-17 08:00:00,FR,56421.0
2018-12-02 09:00:00,FR,52324.0
2018-12-03 10:00:00,FR,61745.0
2018-12-03 16:00:00,FR,59371.0
2018-12-03 18:00:00,FR,64953.0
2018-12-04 04:00:00,FR,47567.0
2018-12-04 20:00:00,FR,63360.0
2018-12-05 01:00:00,FR,54525.0
2018-12-05 05:00:00,FR,52971.0
2018-01-19 15:00:00,FR,66528.0
2018-01-20 16:00:00,FR,62116.0
2018-01-21 03:00:00,FR,52919.0
2019-02-18 12:00:00,FR,66238.0
2019-02-19 00:00:00,FR,61461.0
2019-02-19 16:00:00,FR,61053.0
2019-02-19 18:00:00,FR,66947.0
2019-02-20 14:00:00,FR,64126.0
2019-02-21 10:00:00,FR,70657.0
2019-02-21 16:00:00,FR,58625.0
2019-02-21 18:00:00,FR,64623.0
2019-02-22 09:00:00,FR,70974.0
2018-02-22 11:00:00,FR,81525.0
2018-02-22 13:00:00,FR,78597.0
2018-02-22 18:00:00,FR,78894.0
2018-02-23 12:00:00,FR,80959.0
2018-02-23 21:00:00,FR,75197.0
2018-02-23 23:00:00,FR,76829.0
2018-02-24 05:00:00,FR,67735.0
2018-02-25 06:00:00,FR,65567.0
2019-02-23 15:00:00,FR,49369.0
2019-02-23 17:00:00,FR,48752.0
2019-02-25 06:00:00,FR,62034.0
2019-02-25 07:00:00,FR,67422.0
2019-02-25 15:00:00,FR,56554.0
2019-02-26 10:00:00,FR,65020.0
2019-02-27 17:00:00,FR,53075.0
2019-02-28 10:00:00,FR,62618.0
2018-12-08 00:00:00,FR,58042.0
2018-12-08 13:00:00,FR,60485.0
2018-12-09 06:00:00,FR,47884.0
2018-12-09 17:00:00,FR,56793.0
2018-12-10 05:00:00,FR,53672.0
2018-12-10 08:00:00,FR,68816.0
2018-03-16 08:00:00,FR,66921.0
2018-03-17 06:00:00,FR,53870.0
2018-03-17 17:00:00,FR,58615.0
2018-03-18 03:00:00,FR,55448.0
2018-03-18 04:00:00,FR,53913.0
2018-03-18 20:00:00,FR,67898.0
2018-03-19 05:00:00,FR,63287.0
2018-01-22 22:00:00,FR,62797.0
2018-01-23 09:00:00,FR,69868.0
2018-01-25 17:00:00,FR,66728.0
2019-03-02 23:00:00,FR,57123.0
2019-03-03 11:00:00,FR,53643.0
2019-03-06 00:00:00,FR,57839.0
2019-03-06 15:00:00,FR,62077.0
2019-03-07 03:00:00,FR,51378.0
2019-03-07 14:00:00,FR,60992.0
2019-03-08 00:00:00,FR,59479.0
2019-03-08 15:00:00,FR,58374.0
2019-03-08 16:00:00,FR,57353.0
2019-03-09 03:00:00,FR,49990.0
2019-03-09 14:00:00,FR,54502.0
2019-03-09 21:00:00,FR,53932.0
2019-03-10 09:00:00,FR,50481.0
2019-03-10 18:00:00,FR,51499.0
2019-03-10 20:00:00,FR,56596.0
2019-03-11 06:00:00,FR,59318.0
2019-03-11 08:00:00,FR,65827.0
2019-03-11 13:00:00,FR,63257.0
2019-03-11 19:00:00,FR,68036.0
2019-03-12 04:00:00,FR,55203.0
2019-03-12 09:00:00,FR,69014.0
2019-03-12 18:00:00,FR,64568.0
2019-03-12 20:00:00,FR,65685.0
2019-03-13 08:00:00,FR,68727.0
2019-03-13 13:00:00,FR,65922.0
2019-03-14 12:00:00,FR,69645.0
2019-03-14 17:00:00,FR,64394.0
2019-03-15 07:00:00,FR,63882.0
2018-12-11 22:00:00,FR,68274.0
2018-12-12 10:00:00,FR,77261.0
2018-12-12 16:00:00,FR,71412.0
2018-12-12 18:00:00,FR,78652.0
2018-12-13 02:00:00,FR,64843.0
2018-12-13 07:00:00,FR,77439.0
2018-12-13 15:00:00,FR,75587.0
2018-12-14 01:00:00,FR,68267.0
2019-03-16 17:00:00,FR,47290.0
2019-03-17 23:00:00,FR,59322.0
2019-03-18 11:00:00,FR,65730.0
2018-01-27 16:00:00,FR,60325.0
2018-01-27 23:00:00,FR,65561.0
2018-01-28 03:00:00,FR,55236.0
2018-01-29 04:00:00,FR,52744.0
2018-01-29 22:00:00,FR,63800.0
2018-01-30 09:00:00,FR,71882.0
2018-12-17 12:00:00,FR,72847.0
2018-12-17 23:00:00,FR,68253.0
2018-12-18 06:00:00,FR,67704.0
2018-12-18 17:00:00,FR,73957.0
2018-12-19 03:00:00,FR,56853.0
2018-03-20 01:00:00,FR,68306.0
2018-03-22 11:00:00,FR,75230.0
2018-03-22 13:00:00,FR,73207.0
2018-03-23 00:00:00,FR,67256.0
2019-03-21 00:00:00,FR,59079.0
2019-03-22 02:00:00,FR,54476.0
2019-03-24 03:00:00,FR,45412.0
2019-03-24 14:00:00,FR,46050.0
2018-01-22 19:00:00,FR,70967.0
2018-01-23 22:00:00,FR,61872.0
2018-01-24 02:00:00,FR,55050.0
2018-01-24 20:00:00,FR,65305.0
2018-01-24 21:00:00,FR,61282.0
2019-03-25 09:00:00,FR,61344.0
2019-03-25 18:00:00,FR,57754.0
2019-03-26 06:00:00,FR,60025.0
2019-03-26 13:00:00,FR,60082.0
2019-03-26 19:00:00,FR,62747.0
2019-03-27 01:00:00,FR,55480.0
2019-03-27 05:00:00,FR,55090.0
2019-03-27 16:00:00,FR,54553.0
2019-03-28 06:00:00,FR,59193.0
2019-03-28 08:00:00,FR,63661.0
2019-03-28 13:00:00,FR,58469.0
2019-03-29 01:00:00,FR,53694.0
2019-03-29 05:00:00,FR,53094.0
2019-03-29 12:00:00,FR,57995.0
2019-03-30 07:00:00,FR,49560.0
2019-03-31 04:00:00,FR,44088.0
2019-04-01 07:00:00,FR,56484.0
2018-01-31 10:00:00,FR,71274.0
2018-02-01 17:00:00,FR,70051.0
2018-02-01 19:00:00,FR,77310.0
2018-02-03 00:00:00,FR,68631.0
2018-02-03 16:00:00,FR,64609.0
2018-02-03 23:00:00,FR,69828.0
2018-01-27 13:00:00,FR,66841.0
2018-01-28 04:00:00,FR,53348.0
2018-01-28 11:00:00,FR,62385.0
2018-01-28 22:00:00,FR,60730.0
2018-01-29 07:00:00,FR,68522.0
2018-01-29 15:00:00,FR,66098.0
2018-01-30 06:00:00,FR,63348.0
2018-03-24 06:00:00,FR,57987.0
2018-03-24 17:00:00,FR,54712.0
2018-03-26 10:00:00,FR,69608.0
2018-03-26 18:00:00,FR,61925.0
2018-03-27 02:00:00,FR,56298.0
2018-03-27 07:00:00,FR,67291.0
2018-03-27 15:00:00,FR,64927.0
2018-03-27 16:00:00,FR,63367.0
2018-12-20 22:00:00,FR,64518.0
2018-12-21 14:00:00,FR,64816.0
2018-12-21 19:00:00,FR,65846.0
2018-12-21 21:00:00,FR,59342.0
2018-12-22 02:00:00,FR,51427.0
2018-12-22 07:00:00,FR,52216.0
2018-12-22 15:00:00,FR,53646.0
2019-04-02 11:00:00,FR,58307.0
2019-04-03 10:00:00,FR,64967.0
2018-12-23 11:00:00,FR,54861.0
2018-12-26 12:00:00,FR,70843.0
2019-04-06 02:00:00,FR,51868.0
2018-02-25 17:00:00,FR,63565.0
2018-02-26 09:00:00,FR,86525.0
2018-02-26 10:00:00,FR,85726.0
2018-02-27 22:00:00,FR,86513.0
2018-03-29 14:00:00,FR,63908.0
2018-03-29 19:00:00,FR,63005.0
2018-03-31 12:00:00,FR,61427.0
2018-03-31 23:00:00,FR,61597.0
2018-12-28 09:00:00,FR,71752.0
2018-12-28 11:00:00,FR,73654.0
2018-12-29 04:00:00,FR,57466.0
2018-12-29 13:00:00,FR,68800.0
2018-12-29 20:00:00,FR,66921.0
2018-12-30 14:00:00,FR,60945.0
2018-12-31 05:00:00,FR,55229.0
2018-01-31 09:00:00,FR,71117.0
2018-02-01 22:00:00,FR,69690.0
2018-02-02 00:00:00,FR,68149.0
2018-02-02 05:00:00,FR,64235.0
2018-02-02 14:00:00,FR,72381.0
2018-02-02 23:00:00,FR,71800.0
2018-02-04 08:00:00,FR,62668.0
2019-01-02 00:00:00,FR,59306.0
2019-01-03 13:00:00,FR,74618.0
2019-01-04 01:00:00,FR,69124.0
2019-01-04 08:00:00,FR,79410.0
2019-01-06 10:00:00,FR,68861.0
2019-01-06 16:00:00,FR,65624.0
2019-01-06 18:00:00,FR,72902.0
2019-01-07 04:00:00,FR,61178.0
2019-01-07 20:00:00,FR,75061.0
2019-01-08 15:00:00,FR,72422.0
2019-01-08 17:00:00,FR,74514.0
2019-01-09 01:00:00,FR,65407.0
2018-04-02 05:00:00,FR,49044.0
2018-04-03 08:00:00,FR,62069.0
2018-04-04 21:00:00,FR,56876.0
2018-04-04 22:00:00,FR,57205.0
2018-04-05 14:00:00,FR,59328.0
2018-04-05 19:00:00,FR,57723.0
2019-01-09 05:00:00,FR,63950.0
2019-01-11 00:00:00,FR,73440.0
2019-01-12 06:00:00,FR,63762.0
2019-01-12 07:00:00,FR,66039.0
2019-01-13 08:00:00,FR,58303.0
2019-01-13 17:00:00,FR,61315.0
2019-04-10 19:00:00,FR,58859.0
2019-04-11 05:00:00,FR,51051.0
2019-04-11 15:00:00,FR,56145.0
2019-04-11 16:00:00,FR,54386.0
2019-04-12 03:00:00,FR,50307.0
2019-04-12 14:00:00,FR,57503.0
2019-04-12 21:00:00,FR,56291.0
2019-04-12 22:00:00,FR,57275.0
2019-04-13 01:00:00,FR,53472.0
2019-04-13 05:00:00,FR,49954.0
2019-04-13 12:00:00,FR,56940.0
2019-04-13 16:00:00,FR,48191.0
2019-04-14 07:00:00,FR,50632.0
2019-04-14 21:00:00,FR,55404.0
2019-04-14 22:00:00,FR,56511.0
2019-04-15 04:00:00,FR,50168.0
2019-04-15 20:00:00,FR,56598.0
2019-04-16 08:00:00,FR,61244.0
2019-04-17 04:00:00,FR,47643.0
2019-04-18 10:00:00,FR,56334.0
2019-01-14 03:00:00,FR,54961.0
2019-01-14 22:00:00,FR,67250.0
2019-01-15 10:00:00,FR,75225.0
2019-01-15 16:00:00,FR,68481.0
2019-01-15 18:00:00,FR,76108.0
2019-01-16 02:00:00,FR,64354.0
2019-01-16 19:00:00,FR,77214.0
2019-01-16 21:00:00,FR,68644.0
2019-01-16 23:00:00,FR,68870.0
2019-01-17 07:00:00,FR,73907.0
2019-01-17 15:00:00,FR,69914.0
2018-03-03 03:00:00,FR,64496.0
2018-03-03 20:00:00,FR,66470.0
2018-03-04 00:00:00,FR,65000.0
2018-03-04 15:00:00,FR,58150.0
2018-03-04 16:00:00,FR,56987.0
2018-03-05 14:00:00,FR,67282.0
2018-03-05 19:00:00,FR,72497.0
2019-01-20 12:00:00,FR,72280.0
2019-01-21 06:00:00,FR,73841.0
2019-01-21 23:00:00,FR,77173.0
2019-01-22 09:00:00,FR,85054.0
2019-01-22 11:00:00,FR,84573.0
2018-04-07 01:00:00,FR,48356.0
2018-04-10 00:00:00,FR,52383.0
2018-02-05 04:00:00,FR,63313.0
2018-02-05 11:00:00,FR,83250.0
2018-02-05 20:00:00,FR,80147.0
2018-02-06 13:00:00,FR,82798.0
2018-02-07 01:00:00,FR,72982.0
2018-03-02 00:00:00,FR,75695.0
2018-03-04 08:00:00,FR,59254.0
2018-03-05 03:00:00,FR,57646.0
2018-03-05 04:00:00,FR,57098.0
2018-03-05 20:00:00,FR,68760.0
2018-03-06 08:00:00,FR,71597.0
2018-03-07 03:00:00,FR,57653.0
2018-03-07 04:00:00,FR,57040.0
2018-03-07 13:00:00,FR,69925.0
2018-03-08 02:00:00,FR,62135.0
2018-03-08 07:00:00,FR,70951.0
2018-03-08 12:00:00,FR,70218.0
2018-03-08 16:00:00,FR,63336.0
2018-03-09 14:00:00,FR,64809.0
2018-03-10 01:00:00,FR,55212.0
2018-03-06 02:00:00,FR,60178.0
2018-03-06 07:00:00,FR,69483.0
2018-03-06 15:00:00,FR,65398.0
2018-03-06 16:00:00,FR,64370.0
2018-03-07 14:00:00,FR,67648.0
2018-03-07 19:00:00,FR,73397.0
2018-03-08 01:00:00,FR,63506.0
2018-03-09 11:00:00,FR,68522.0
2018-03-09 13:00:00,FR,66604.0
2018-04-10 15:00:00,FR,55664.0
2018-04-11 06:00:00,FR,54530.0
2018-04-11 17:00:00,FR,54331.0
2018-04-12 04:00:00,FR,46177.0
2018-04-12 09:00:00,FR,61858.0
2018-04-12 11:00:00,FR,61572.0
2018-04-12 13:00:00,FR,60391.0
2018-04-12 20:00:00,FR,57342.0
2018-04-13 15:00:00,FR,53839.0
2018-04-14 02:00:00,FR,47341.0
2018-04-14 16:00:00,FR,45454.0
2018-04-14 21:00:00,FR,48862.0
2019-01-23 03:00:00,FR,67325.0
2019-01-23 22:00:00,FR,76750.0
2019-01-24 14:00:00,FR,81630.0
2019-01-25 02:00:00,FR,71601.0
2019-01-25 19:00:00,FR,80233.0
2019-01-25 21:00:00,FR,73012.0
2019-01-27 11:00:00,FR,66477.0
2019-01-28 13:00:00,FR,76864.0
2019-01-29 12:00:00,FR,80654.0
2019-04-19 17:00:00,FR,47180.0
2019-04-20 23:00:00,FR,47135.0
2019-04-22 23:00:00,FR,46407.0
2018-01-31 01:00:00,FR,58385.0
2018-02-01 01:00:00,FR,61779.0
2018-02-02 07:00:00,FR,76189.0
2018-02-02 15:00:00,FR,70754.0
2018-02-03 05:00:00,FR,60616.0
2018-02-03 07:00:00,FR,64963.0
2018-02-03 14:00:00,FR,67514.0
2018-02-03 15:00:00,FR,65636.0
2018-02-04 02:00:00,FR,63066.0
2018-02-04 03:00:00,FR,59990.0
2019-04-24 00:00:00,FR,46572.0
2019-04-26 00:00:00,FR,49887.0
2019-04-26 15:00:00,FR,51400.0
2019-04-26 16:00:00,FR,49418.0
2019-04-27 03:00:00,FR,41455.0
2019-04-27 14:00:00,FR,47283.0
2019-01-31 09:00:00,FR,84399.0
2019-02-01 04:00:00,FR,63351.0
2019-02-01 20:00:00,FR,73835.0
2019-02-02 14:00:00,FR,70415.0
2019-02-03 01:00:00,FR,67594.0
2019-02-03 05:00:00,FR,61736.0
2019-04-28 09:00:00,FR,45906.0
2019-04-28 18:00:00,FR,46221.0
2019-04-29 14:00:00,FR,54718.0
2019-04-29 21:00:00,FR,51319.0
2019-04-29 22:00:00,FR,51996.0
2019-04-30 09:00:00,FR,57499.0
2019-04-30 18:00:00,FR,49057.0
2019-04-30 20:00:00,FR,48979.0
2019-05-01 06:00:00,FR,40065.0
2019-05-01 08:00:00,FR,42355.0
2019-05-02 12:00:00,FR,56217.0
2019-05-03 10:00:00,FR,57077.0
2019-05-08 19:00:00,FR,50266.0
2019-05-09 05:00:00,FR,44815.0
2019-05-09 15:00:00,FR,53049.0
2019-05-10 02:00:00,FR,46508.0
2019-05-10 21:00:00,FR,50442.0
2019-05-11 00:00:00,FR,48722.0
2019-05-11 01:00:00,FR,45498.0
2018-02-01 03:00:00,FR,58059.0
2018-02-02 13:00:00,FR,74341.0
2018-02-03 09:00:00,FR,70074.0
2018-02-03 13:00:00,FR,70142.0
2019-02-05 00:00:00,FR,73109.0
2019-02-06 13:00:00,FR,74714.0
2019-02-06 20:00:00,FR,72337.0
2019-02-07 08:00:00,FR,75612.0
2019-02-07 17:00:00,FR,68468.0
2019-05-11 05:00:00,FR,40127.0
2019-05-12 02:00:00,FR,42985.0
2019-05-12 07:00:00,FR,40245.0
2019-05-12 21:00:00,FR,45567.0
2019-05-14 06:00:00,FR,47950.0
2019-02-09 10:00:00,FR,64612.0
2019-02-09 16:00:00,FR,57281.0
2019-02-09 18:00:00,FR,63600.0
2019-02-10 04:00:00,FR,51138.0
2019-02-10 20:00:00,FR,64831.0
2019-02-11 07:00:00,FR,72544.0
2019-02-11 15:00:00,FR,68733.0
2019-02-12 01:00:00,FR,66165.0
2019-02-12 05:00:00,FR,65939.0
2019-02-12 08:00:00,FR,79943.0
2019-02-14 00:00:00,FR,68390.0
2019-02-14 16:00:00,FR,62039.0
2019-02-15 06:00:00,FR,69094.0
2019-02-15 23:00:00,FR,65707.0
2019-02-16 08:00:00,FR,64264.0
2019-02-16 17:00:00,FR,52297.0
2019-02-17 03:00:00,FR,53476.0
2019-02-17 22:00:00,FR,58374.0
2019-02-18 10:00:00,FR,67815.0
2019-02-18 18:00:00,FR,65270.0
2019-02-19 02:00:00,FR,57966.0
2019-02-19 19:00:00,FR,70994.0
2019-02-19 21:00:00,FR,64366.0
2019-02-20 07:00:00,FR,71170.0
2019-02-20 15:00:00,FR,61453.0
2019-02-21 11:00:00,FR,69270.0
2019-02-22 22:00:00,FR,59090.0
2019-02-23 12:00:00,FR,57105.0
2019-02-24 06:00:00,FR,51572.0
2019-02-24 23:00:00,FR,58526.0
2019-02-25 09:00:00,FR,68336.0
2018-04-15 19:00:00,FR,45789.0
2018-04-17 00:00:00,FR,50294.0
2018-04-17 07:00:00,FR,55055.0
2018-04-18 12:00:00,FR,52900.0
2019-02-27 06:00:00,FR,60318.0
2019-02-27 08:00:00,FR,66871.0
2019-02-27 13:00:00,FR,59367.0
2019-03-01 07:00:00,FR,60536.0
2019-03-02 02:00:00,FR,52212.0
2019-03-02 03:00:00,FR,49343.0
2018-04-20 10:00:00,FR,51947.0
2018-04-20 18:00:00,FR,47581.0
2018-04-21 02:00:00,FR,39350.0
2018-04-21 16:00:00,FR,41123.0
2018-04-21 21:00:00,FR,42428.0
2018-04-21 23:00:00,FR,45188.0
2018-04-22 03:00:00,FR,34682.0
2018-04-22 22:00:00,FR,43611.0
2018-04-23 05:00:00,FR,36934.0
2019-05-15 18:00:00,FR,49257.0
2019-05-16 06:00:00,FR,47130.0
2019-05-16 08:00:00,FR,53607.0
2019-05-17 12:00:00,FR,55445.0
2019-05-17 17:00:00,FR,49634.0
2019-05-18 22:00:00,FR,46863.0
2019-05-18 23:00:00,FR,48425.0
2019-05-19 12:00:00,FR,47663.0
2019-05-21 04:00:00,FR,40159.0
2019-05-22 10:00:00,FR,52845.0
2019-05-24 15:00:00,FR,48927.0
2019-05-25 02:00:00,FR,39275.0
2019-05-25 03:00:00,FR,36825.0
2019-05-26 09:00:00,FR,39177.0
2019-05-27 02:00:00,FR,37947.0
2019-05-27 21:00:00,FR,45734.0
2018-03-10 12:00:00,FR,59467.0
2018-03-10 23:00:00,FR,56447.0
2018-03-12 06:00:00,FR,56050.0
2018-03-12 17:00:00,FR,59420.0
2018-03-13 09:00:00,FR,67579.0
2018-03-13 10:00:00,FR,66667.0
2018-03-13 18:00:00,FR,63073.0
2019-05-28 09:00:00,FR,51612.0
2019-05-29 13:00:00,FR,53053.0
2019-05-30 00:00:00,FR,45122.0
2019-05-30 16:00:00,FR,39899.0
2019-05-30 17:00:00,FR,39708.0
2019-05-31 06:00:00,FR,38315.0
2018-03-11 09:00:00,FR,50019.0
2018-03-11 11:00:00,FR,52687.0
2018-03-11 13:00:00,FR,51597.0
2018-03-11 18:00:00,FR,50536.0
2018-03-12 21:00:00,FR,60049.0
2018-03-12 22:00:00,FR,60184.0
2018-03-12 23:00:00,FR,61273.0
2018-03-13 05:00:00,FR,54898.0
2019-06-01 16:00:00,FR,41210.0
2019-06-01 17:00:00,FR,41142.0
2019-06-02 14:00:00,FR,39686.0
2019-06-02 22:00:00,FR,43149.0
2019-06-02 23:00:00,FR,44190.0
2019-06-03 04:00:00,FR,33798.0
2019-06-03 11:00:00,FR,51047.0
2019-06-03 18:00:00,FR,48335.0
2019-06-03 20:00:00,FR,46599.0
2019-06-04 22:00:00,FR,46786.0
2019-06-04 23:00:00,FR,47472.0
2019-06-05 04:00:00,FR,36300.0
2019-06-05 11:00:00,FR,53192.0
2019-06-05 20:00:00,FR,46794.0
2019-06-06 10:00:00,FR,51571.0
2019-06-08 10:00:00,FR,43826.0
2019-06-09 03:00:00,FR,34629.0
2018-01-13 23:00:00,FR,67441.0
2018-01-14 04:00:00,FR,55799.0
2018-01-14 11:00:00,FR,66833.0
2018-01-14 20:00:00,FR,67656.0
2018-01-15 08:00:00,FR,74944.0
2018-01-15 18:00:00,FR,76165.0
2018-01-16 04:00:00,FR,55894.0
2018-01-16 22:00:00,FR,65867.0
2018-01-17 10:00:00,FR,74808.0
2018-01-17 18:00:00,FR,76283.0
2019-06-11 19:00:00,FR,50956.0
2019-06-12 09:00:00,FR,52806.0
2019-06-13 13:00:00,FR,52160.0
2019-06-13 19:00:00,FR,49393.0
2019-06-14 00:00:00,FR,45201.0
2019-06-14 01:00:00,FR,42291.0
2019-06-14 05:00:00,FR,39002.0
2019-06-15 07:00:00,FR,37360.0
2019-06-16 00:00:00,FR,41509.0
2019-06-16 16:00:00,FR,37980.0
2019-06-16 17:00:00,FR,37975.0
2019-06-17 07:00:00,FR,44905.0
2019-06-17 14:00:00,FR,52150.0
2019-06-18 18:00:00,FR,50614.0
2019-06-18 20:00:00,FR,47642.0
2019-06-19 06:00:00,FR,40710.0
2019-06-19 08:00:00,FR,49108.0
2019-06-20 04:00:00,FR,36857.0
2019-06-20 11:00:00,FR,52313.0
2019-06-20 18:00:00,FR,49142.0
2019-06-20 20:00:00,FR,46647.0
2019-06-21 08:00:00,FR,49263.0
2019-06-22 12:00:00,FR,46810.0
